Gene 1,Gene 2,cv,train
Selenop,Ces3a,0.8125,0.9375
Selenop,Igkv9-120,0.8125,0.875
Selenop,Aldoa,0.875,0.875
Selenop,Pcolce,0.8125,0.875
Selenop,Ghr,0.875,0.875
Dpp4,Mbl2,0.9375,0.9375
Dpp4,Pcyox1,0.625,0.75
Dpp4,Cpn2,0.875,0.9375
Dpp4,Gm10881,0.75,0.875
Dpp4,F13b,0.875,1.0
Dpp4,F2,0.875,0.9375
Dpp4,Ccl8,0.75,0.9375
Dpp4,Psmb3,0.9375,1.0
Dpp4,Hp,0.8125,0.8125
Dpp4,Ighv1-62-3,0.75,0.9375
Dpp4,Spp1,0.875,0.9375
Dpp4,Ext2,0.75,1.0
Dpp4,Mmrn1,0.8125,0.875
Dpp4,Efemp2,0.625,0.875
Dpp4,Sod3,0.8125,0.8125
Dpp4,Ctsd,0.875,0.875
Dpp4,Proc,0.9375,0.9375
Dpp4,Procr,0.9375,0.9375
Dpp4,Hpx,0.9375,0.9375
Dpp4,Psmb5,0.8125,0.8125
Dpp4,Loxl1,0.75,0.875
Dpp4,Arpc1b,0.8125,0.875
Dpp4,Calr,0.75,0.875
Dpp4,Igfbp3,0.8125,0.875
Dpp4,Adgre5,0.6875,0.8125
Dpp4,Ces1c,0.75,0.875
Dpp4,Sbsn,0.75,0.8125
Dpp4,Lbp,0.8125,0.8125
Dpp4,Man2b1,0.875,0.875
Dpp4,Pgam1,0.8125,0.8125
Dpp4,Plxdc2,0.8125,0.8125
Dpp4,Ctss,0.75,0.8125
Dpp4,Psmb2,0.875,0.875
